text,label
[TITLE] cựu đặc_vụ cia xấu_hổ tranh_luận trump biden [TOPIC] thegioi [COMMENT] tranh_luận biden nhắc covid lan tỏa đỗ trump chính_trump ngăn chuyến bay biden pelosi chống ngăn chuyến bay biden_đuối_lý 2 đợt tranh_luận biden_tấu hài,0
[TITLE] thiên_thần charlie 20 [TOPIC] giaitri [COMMENT] cameron diaz quyến_rũ phim the mask hút_hồn,0
[TITLE] 10 ôtô bán_chạy hàn_quốc nửa đầu 2020 [TOPIC] otoxemay [COMMENT] cuồng xe hq công_tâm xe hq thời_trang đi xu_hướng thời_đại sản_phẩm nhẹ_nhàng thanh_thoát mượt_mà chất_lượng tầm thua_kém xe nhật_nhật cường_quốc lĩnh_vực thế_giới thị_trường vn đna lĩnh_vực oto đặc_biết toy phân_biệt đối_xử nặng_nề tg toy sx thùng tôn di_động kém chất_lượng dấu cục máy cn thập_niên 80 tinh_chỉnh một_chút thiết_kế thập_niên 90 sx lắp_ráp hàng_loạt giá thánh_cuồng khẩu_hiệu tiết_kiệm nhiên_liệu bền tiêu_dùng phát_hiện cn bền_vậy sót dăm_ba thánh_cuồng thùng tôn tưởng đỉnh_cao cn xe_hơi khách_quan tầm hiểu_biết xe hàn âu_mỹ_việt hẳn cn thiết_kế độ an_toàn gấp 2 10 mớ thùng tôn hỗn_độn xấu_xí kia chê toy âu_mỹ chê thùng tôn vn,0
[TITLE] 28 tù kẻ hiếp_dâm hai gái người_tình [TOPIC] phapluat [COMMENT] ,1
[TITLE] 60 sinh_viên đại_học [TOPIC] giaoduc [COMMENT] tưởng_tượng quốc_gia giàu_có chi_phí ăn_uống tốn_kém,0
[TITLE] cá đâm chết thủ [TOPIC] khoahoc [COMMENT] manh_động 18 ký pháp_luật xét_xử áp_dụng khung_hình_phạt cá_thu mãi_mãi thiên_thu,0
[TITLE] cá trê treo hai rắn [TOPIC] khoahoc [COMMENT] may rắn độc cá diêm_vương,0
[TITLE] arteta liverpool đẳng_cấp [TOPIC] thethao [COMMENT] thành_công đá chuyền chuyền không_khéo bóng bóng dc mùa nầy top 6 tui arsenal thất_vọng,0
[TITLE] rút 3 tỷ gửi ngân_hàng mua đất [TOPIC] kinhdoanh [COMMENT] gọi_là bất_động chả hầu_như tham_gia thị_trường lãi nguồn_gốc đất sạch_sẽ đầu_tư,0
[TITLE] 5 cháu bé mẹ chăn dắt ăn_xin [TOPIC] phapluat [COMMENT] lựa_chọn cha_mẹ sinh khổ cố_gắng vương mạnh_mẽ,0
[TITLE] chiến_dịch mỹ_báo thù đô_đốc nhật chỉ_huy trận trân châu_cảng [TOPIC] thegioi [COMMENT] chiều phim trận midway xong vô_tình ghê thiệt,0
[TITLE] 500 triệu mua attrage vios [TOPIC] otoxemay [COMMENT] đi vios 2020 e ngon_bổ rẻ atrage,0
[TITLE] chủ biên_sách_giáo_khoa khuyên giáo_viên phụ_huynh áp_lực [TOPIC] giaoduc [COMMENT] áp_lực bé học buộc đọc trôi_chảy câu nghỉ_hè ba_mẹ bé mi kha đi bờ đê_nghé dê bé đi ca_nô 1 bắt bé đọc kiểu phản_xạ người_lớn,0
[TITLE] chuột đầm lầy khổng_lồ xâm_chiếm công_viên texas [TOPIC] khoahoc [COMMENT] hừm hai tui mấy chuột mừng húm_xách ná chạy liền ông_già 40 đi bắt chim_chóc chuột đồng_bằng ná tui cừ chết,0
[TITLE] bé sơ_sinh bỏ_rơi ven đường cứu [TOPIC] suckhoe [COMMENT] khoa cấp_cứu nhi thiện_nguyện cầu_mong giật sống bé mẹ bỏ_rơi bé cắn_rứt lương_tâm 2 bé chào_đời bao đứa trẻ bé nuôi mẹ độc_ác nhẫn_tâm,1
[TITLE] mẹ tiền thiết_bị công_nghệ [TOPIC] giaoduc [COMMENT] lắm,0
[TITLE] bale trở tottenham [TOPIC] thethao [COMMENT] dám mu đội vĩ_đại nhất_nha sợ cạnh_tranh nổi_suất đá đội tầm_trung tot thi_đấu,0
[TITLE] thanh_niên 16 lái ôtô tông chết hai [TOPIC] phapluat [COMMENT] nổi bản_án,1
[TITLE] blackpink lập kỷ_lục album đầu_tay [TOPIC] giaitri [COMMENT] dễ_thương phong_cách lắm theo_đuổi văn_hóa pop lĩnh_vực thể_loại phong_cách sức hút nhẹ,0
[TITLE] hà xuyên thủng sắt đá [TOPIC] khoahoc [COMMENT] hà_tiết chất dịch axit đá mềm chân vòi điểm_tựa xoay xoay toàn_thân gai vỏ cứng cọ_xát đá đá vỡ vụn kiên_nhẫn đào khoét suốt đời hang_động đá đá đục lỗ loài hà chết nhà_khoa_học nuôi thử bể đá mặc_dù cung_cấp đầy_đủ thức_ăn_hà vỏ khép chân_co còm_cõi chết hà_đá đào_hốc đá mà_còn đục_khoét vỏ loài trai hàu vỏ hàu mươi hà_đá trông điếu xì_gà nằm gọn hốc hà_sống đá hình_dạng trứng nhọn đầu sinh_sôi nảy_nở công_trình xây_dựng hải_cảng đục_khoét lỗ_chỗ tổ ong hà_đá chịu_thua đá_hoa cương_chính ta phủ đá_hoa_cương mặt công_trình xây_dựng hải_cảng khai_thác dầu_khí ven biển,0
[TITLE] biden âm_tính ncov [TOPIC] thegioi [COMMENT] biden thắng set 1 hi_vọng chiến_thắng 3 0 biden tiếp_quản ghế tổng_thống mỹ vị_thế vĩ_đại,0
[TITLE] hyundai i10 sedan fadil [TOPIC] otoxemay [COMMENT] dịch_vụ i10 fadil hơi chật,0
[TITLE] sét đánh [TOPIC] thoisu [COMMENT] đau_lòng cầu_mong linh_hồn 2 an_nghỉ cầu_mong hồi_phục nạn,0
[TITLE] đan trường tình_khúc vàng chinh_phục fan 20 [TOPIC] giaitri [COMMENT] hát karaoke nói_tóm_lại thời lam_trường phi_hùng ưng_hoàng phúc_quang_vinh tượng_đài thế_hệ 8 x,0
[TITLE] lux sa_plus 2019 santa fe premium 2020 [TOPIC] otoxemay [COMMENT] baic q7 ngon rẻ xe trung_quốc hẳn xe hàn,0
[TITLE] kona 2 0 seltos luxury [TOPIC] otoxemay [COMMENT] lái seltos 1 4 luxury ngoại_hình đẹp lỗi_thời option cắt_giảm ghế điện cruis control cửa_sổ trời đèn full led màn_hình 8 inch nội_thất da màu be bẩn,0
[TITLE] 50 kg ma_túy thùng trái_cây sài gòn [TOPIC] phapluat [COMMENT] chào tạm_biệt loan gái liều chết_trắng đi,0
[TITLE] cô_giáo dừng công_tác bảo_vệ trẻ [TOPIC] giaoduc [COMMENT] hoàn_cảnh tình_hướng,0
[TITLE] messi fati giúp barca đại_thắng trận ra_quân la liga [TOPIC] thethao [COMMENT] trận juve ronaldo hôi_pen cr7 kiếm,0
[TITLE] ngành sản_xuất mỹ_định rời trung_quốc [TOPIC] kinhdoanh [COMMENT] ý_định trump nc_mỹ doanh_nghiệp chuỗi cung_ứng hoàn_chỉnh ổn_định chính_trị cơ_sở_hạ_tầng đồng_bộ thị_trường tiêu_thụ nội_địa khổng_lồ tq đáp_ứng yếu_tố có_lẽ trump chẳng áp_lực doanh_nghiệp tự_khắc đi,0
[TITLE] ajax kiếm 321 triệu usd thế_hệ vàng [TOPIC] thethao [COMMENT] tiền xong đội bóng hùng_mạnh ajax điên_đảo châu_âu real ac bayern ajax tứ_trụ châu_âu real bayer phong_độ,0
[TITLE] 400 triệu attrage soluto [TOPIC] otoxemay [COMMENT] ý_kiến hơi bảo_thủ tí mặc_bền tin_tưởng xe_nhật vote attrage máy ngon vô lăng_nhẹ chạy tốc_độ thấp_đầm tốc_độ,0
[TITLE] buồn làm_chi ơi_khúc tâm_tình hoài_lâm [TOPIC] giaitri [COMMENT] mong hoài_lâm trở_lại bác_sĩ tâm_lý giúp tự_tin ánh_sáng nhỉ_thương vợ_con_em,0
[TITLE] bọ sống_sót chui hậu_môn ếch [TOPIC] khoahoc [COMMENT] 1 đời xd,0
[TITLE] 5 cháu bé mẹ chăn dắt ăn_xin [TOPIC] phapluat [COMMENT] chị_em cầm_thú bất_nhân cơ_quan_chức_năng mạnh_tay làm_gương ý_định xấu,1
[TITLE] chàng trai vàng ngô quý_đăng làm_toán 4 [TOPIC] giaoduc [COMMENT] hy_vọng nước_nhà 1 kỹ_sư chuyên_gia giỏi lắm mấy giải vàng giải_bạc mong thành tài,0
[TITLE] byd song plus crossover tràn_ngập công_nghệ [TOPIC] otoxemay [COMMENT] santa fe byd đi đường xe_điện đi_tắt_đón_đầu,0
[TITLE] bố_con quốc_tuấn nhạc đàn [TOPIC] giaitri [COMMENT] đọc 2 bố_con rưng_rưng nước_mắt cố_gắng trời phụ công_chú,0
[TITLE] bốn thí_sinh tranh_tài chung_kết olympia [TOPIC] giaoduc [COMMENT] chương_trình tuyển_chọn nhân_tài nước_ngoài làm_việc buồn,0
[TITLE] bác_sĩ trump nguy_hiểm [TOPIC] thegioi [COMMENT] remdesivir thuốc duy_nhất chứng_minh hiệu_quả khoa_học ngăn covid 19 phát_triển replicate cơ_thể tuyên_bố phản_khoa_học mắc bệnh chữa_trị phương_tiện khoa_học tối_tân đừng ta ta,0
[TITLE] bé sơ_sinh bỏ_rơi ven đường cứu [TOPIC] suckhoe [COMMENT] cầu an_bình may_mắn bé,0
[TITLE] lễ lan covid 19 trắng [TOPIC] thegioi [COMMENT] đeo khẩu_trang,0
[TITLE] chương_trình ép_học tiếng việt [TOPIC] giaoduc [COMMENT] trẻ_em học 1 thành_thạo đọc viết cộng_trừ nhân_chia thành_công cao_siêu cuộc_sống lớp 1 dạy trẻ yêu chữ đc học kiến_thức nhẹ kỹ_năng sống kỹ_năng sinh_tồn trường_đời kiến_thức giúp chủ_yếu kỹ_năng ý_chí dựng_nghiệp,1
[TITLE] bé trai xanh tím ngộ_độc_nghi củ dền [TOPIC] suckhoe [COMMENT] đào nấm_mộ hai hàm_răng,0
[TITLE] 5 real [TOPIC] thethao [COMMENT] túi_tiền perze mua giải 2 lừa juve cục tạ 2 hazard thành_công real lừa juve 7 tạ,1
[TITLE] 7 huyện thị_xã thừa thiên_huế điện [TOPIC] thoisu [COMMENT] chất_lượng luồn gió_lóc xoáy cỡ,0
[TITLE] 407 hũ tro cốt chùa kỳ_quang 2 nhận_diện [TOPIC] thoisu [COMMENT] tâm_linh nhạy_cảm hy_vọng kinh_nghiệm,0
[TITLE] bale khí chất_real tottenham [TOPIC] thethao [COMMENT] tot lựa_chọn khôn_khéo mo đội_hình đẹp toàn độ chín sự_nghiệp bổ_xung cầu_thủ chất_lượng áp_lực lối đoạt danh_hiệu thành_công mo thời tot,0
[TITLE] 450 triệu mua xe phục_vụ gia_đình [TOPIC] otoxemay [COMMENT] tầm đấy mua vios xe lướt 2017 2018 ok khoang rộng chỗ thoải_mái gia_đình 4 5 đi 10 suy_nghĩ,0
[TITLE] hãng bán_lẻ mỹ loay_hoay núi hàng tồn phá_sản [TOPIC] kinhdoanh [COMMENT] khổ doanh_nghiệp dệt_may vn mỹ thị_trường xuất_khẩu dệt_may chiếm 40 kim_ngạch xuất_khẩu dệt_may 2019,0
[TITLE] chadwick boseman_chiến_binh kiên_cường [TOPIC] giaitri [COMMENT] tạm_biệt người_hùng báo đen sống mãi nụ cười,0
[TITLE] gái cristiano ronaldo_chuộng đồ_hiệu xa_xỉ [TOPIC] giaitri [COMMENT] bình_thường giàu_có nổi_tiếng lối sống ăn_mặc giản_dị ngạc_nhiên khâm_phục,0
[TITLE] 20 lionel messi gắn_bó barca [TOPIC] thethao [COMMENT] messi kỷ_niệm tròn 20 khoác áo barca messi bé 13 cống_hiến thanh_xuân bóng_đá đam_mê,0
[TITLE] cầu vồng_dẹt vắt ngang mặt_biển [TOPIC] khoahoc [COMMENT] biển thăm cầu vồng cầu vồng,0
[TITLE] 16 dự_án xóa treo sổ hồng [TOPIC] kinhdoanh [COMMENT] chung_cư đi hoạt_động 10 người_dân sổ hồng,0
[TITLE] mẹ_con truy_sát [TOPIC] phapluat [COMMENT] tiểu_nhân biện_pháp cách_ly xã_hội vĩnh_viễn,1
[TITLE] 7 nút giao_thông cửa_ngõ tp hcm [TOPIC] thoisu [COMMENT] lái ô_tô đà_nẵng hcm đi cao_tốc long thành dầu_giây nút giao_thông đi làn_đường nhánh rẽ mặc_dù đi gg đường lòng_vòng 2 thoát mãi 3 quyết_định bám đuôi 1 xe đi tp đi,0
[TITLE] đan trường tình_khúc vàng chinh_phục fan 20 [TOPIC] giaitri [COMMENT] fan quang_vĩnh bo 2000 mih giai_điệu 1 ca_sỹ tầm ảnh_hưởng fan tất_nhiên ca_sỹ 100 fan nhạc a_bo chiếm nhỏ_xíu xịu,0
[TITLE] 300 triệu mua chevrolet cruze 2015 [TOPIC] otoxemay [COMMENT] cruze lt sàn ltz_số tự_động 1 trời 1 vực,0
[TITLE] bartomeu messi đi [TOPIC] thethao [COMMENT] hình_như bartoumeu nhắc messi goal_nhỉ ta to đơn_giản messi sự_thực ta vế có_lý,0
[TITLE] 800 triệu mua mercedes a200 2016 [TOPIC] otoxemay [COMMENT] 800 triệu mua xpander cross đi ngon,0
[TITLE] tiếng vây bắt buôn ma_túy quốc_lộ [TOPIC] phapluat [COMMENT] bản_án tử_hình vẩn diệt nạn buôn_lậu ma túy,0
[TITLE] cấm xe cầu nguyễn_hữu_cảnh 6 [TOPIC] thoisu [COMMENT] toàn thi_công cao_điểm lẽ_ra thi_công 3 cách_ly đường vắng,0
[TITLE] rịa vũng tàu rừng dầu côn_đảo [TOPIC] thoisu [COMMENT] côn_đảo yêu bê_tông hóa chậm đảo du_lịch nha_trang tour du_lịch tâm_linh trải_nghiệm cuộc_sống yên_bình đảo cđ phát_triển hướng bê_tông hóa ai_lại đi du_lịch cđ tốn_kém tiền_bạc kiếm đại mấy đảo,0
[TITLE] đạo_diễn phim ròm sợ tung hô [TOPIC] giaitri [COMMENT] tiếc phân_đoạn lượt kiểm_duyệt phim trẻ 30 có_lẽ kỳ_vọng phim lãng_mạn diễn_viên minh_tinh_điện_ảnh phim cuộc_sống sg góc_độ suy_ngẫm,0
[TITLE] messi fati giúp barca đại_thắng trận ra_quân la liga [TOPIC] thethao [COMMENT] mặt chầm_dầm trái pen mặt tươi hẳn tiếc trận 8 2 pen_hôi đành ngậm_ngùi,0
[TITLE] bầu_cử mỹ hàng nghìn tuần_hành ủng_hộ trump [TOPIC] thegioi [COMMENT] gây_cấn kịch_tính hình_ảnh trump nỗi bật đối_bới theo_dõi bầu_cử mỹ,0
[TITLE] bánh_trung_thu tí_hon hút [TOPIC] kinhdoanh [COMMENT] bánh_trung_thu,0
[TITLE] 11 lây_nhiễm ncov cộng_đồng [TOPIC] suckhoe [COMMENT] tổ_quốc đẹp,0
[TITLE] đại_học luật tp hcm sàn 25 [TOPIC] giaoduc [COMMENT] ôi rớt 22 5 tổ_hợp c00 25 buồn,0
[TITLE] bè kiến_lửa trôi_nổi phố bão [TOPIC] khoahoc [COMMENT] sức_mạnh dũng_cảm loài kiến,0
[TITLE] bản_đồ covid 19 thế_giới [TOPIC] thegioi [COMMENT] con_số 9 triệu nhiễm 4 5 tiến con_số 10 triệu đầu 7 kèm chết 500 000 covid 19 bé_nhỏ thế_giới điên_đảo dừng,0
[TITLE] bầu_cử mỹ hàng nghìn tuần_hành ủng_hộ trump [TOPIC] thegioi [COMMENT] biden harris thắng,0
[TITLE] 26 trẻ mồ_côi chùa ngộ_độc [TOPIC] suckhoe [COMMENT] thương_thiếu tình_thương ba_mẹ cố_gắng,0
[TITLE] bé bỏ_rơi khe tường xuất_viện [TOPIC] suckhoe [COMMENT] chúc mãi_mãi bình_an mau ăn_chóng nha trai,0
[TITLE] angelina jolie_chuộng khẩu_trang sản_xuất việt_nam [TOPIC] giaitri [COMMENT] mặc_dù tươi_cười ống_kính đôi mắt đượm vẻ u_sầu kín_đáo chia_tay brad 20,0
[TITLE] án_mạng xuất_phát cú đấm vợ [TOPIC] phapluat [COMMENT] tiêu_hoang tiêu đấm_thẳng mặt chồng thua,1
[TITLE] chết cam_thảo [TOPIC] thegioi [COMMENT] bệnh hạ_kali máu nguy_hiểm bệnh đi để_ý đi kịp_thời liệt cơ_tứ chi liệt tim tim ngừng đập,0
[TITLE] chương_trình lớp 1 xác_đáng [TOPIC] giaoduc [COMMENT] tiếng việt học hiệu_quả cháu quên,0
[TITLE] bùi_chí_vinh xúc_động tứ_quái tkkg tái_bản [TOPIC] giaitri [COMMENT] tuổi_thơ quên quên ngủ săn đọc truyện tứ_quái bây_h tái_bản mua 1 đọc,0
[TITLE] bảy gareth bale real [TOPIC] thethao [COMMENT] hi_vọng ngoại_hạng đánh golf,0
[TITLE] đề_xuất đánh thuế hành_vi mục_đích đất [TOPIC] kinhdoanh [COMMENT] đề_nghị đánh thuế đất hiệu_quả mua đất đầu_cơ đẩy giá thu_nhập mua đất mua nổi toàn giá trời,0
[TITLE] barca thắng chật_vật đội la liga [TOPIC] thethao [COMMENT] m10 1 danh_hiệu to_đùng ghê,0
[TITLE] 400 triệu mua hyundai i10 vinfast fadil [TOPIC] otoxemay [COMMENT] thuê 2 chạy thử ngày_đường ngắn đường xe nhu_cầu sở_thích,0
[TITLE] chém chết km tháo_chạy [TOPIC] phapluat [COMMENT] bản_chất con_người đừng đổ lỗi bia rượu côn_đồ nhậu hung_hăng,0
[TITLE] a380 siêu máy_bay thất_sủng airbus [TOPIC] kinhdoanh [COMMENT] cỗ máy_bay trời giá hét trời máy_bay giá hạ_cánh mặt_đất,0
[TITLE] 7 ngộ_độc pate_minh chay thở máy [TOPIC] suckhoe [COMMENT] chay pate sản_xuất trách_nhiệm xã_hội trừng_trị,1
[TITLE] bé trai viêm tim [TOPIC] suckhoe [COMMENT] chúc bé hồi_phục sức_khỏe trở_lại trường ước_mơ cuộc_đời chúc cháu khỏe thành_công cuộc_sống,0
[TITLE] 7 ngộ_độc pate_minh chay thở máy [TOPIC] suckhoe [COMMENT] quảng_cáo chất bảo_quản hại bán_online vận_chuyển hà_nội hư là_lạ kinh_doanh online tràn_ngập mạng mong cơ_quan_chức_năng chế_tài quản_lý loại_hình,0
[TITLE] kẻ cưỡng_hiếp trẻ_em ngã gục phạt 52 roi [TOPIC] thegioi [COMMENT] luật sức dăn_đeđã luật giam 6 vờ vĩnh_bị ốm_yếu xong,1
[TITLE] bartomeu messi đi [TOPIC] thethao [COMMENT] lì_lợm,1
[TITLE] bài_toán thầy_giáo việt báo [TOPIC] giaoduc [COMMENT] độ diện_tích mạng_tính tương_đối hệ quy_chiếu hạt bụi_hình tam_giác thầy nêu che đi tầm trái_đất,0
[TITLE] khoảnh_khắc pháo_binh armenia bắn cháy xe_tăng azerbaijan [TOPIC] thegioi [COMMENT] chiến_tranh khốc_liệt,0
[TITLE] a380 siêu máy_bay thất_sủng airbus [TOPIC] kinhdoanh [COMMENT] trải_nghiệm thú_vị hạng 747 400,0
[TITLE] cá mặt trăng_hiếm chết_ngạt đè [TOPIC] khoahoc [COMMENT] có_lẽ bắt_nạt cá mặt_trăng đối_tượng thỏa mãn_tính xấu,1
[TITLE] chiến_dịch trump sa_vũng lầy covid 19 [TOPIC] thegioi [COMMENT] chúc ngài tt phu_nhân khỏe ủng_hộ đắc_cử nhiệm_kỳ 2,0
[TITLE] barca thắng đậm messi tịt ngòi [TOPIC] thethao [COMMENT] ko ghi_bàn khổ hàng hậu_vệ đối_thủ ghi_bàn hộ c1 si_run lắm,0
[TITLE] bmw ra_mắt m3 m4 giá 70 000 usd [TOPIC] otoxemay [COMMENT] xấu đẹp tùy mắt con_người tiền mua do_dự bmw 320 cảm_giác lái mấy thiếc bảo_đảm lái quên mũi xe chạy 250 km g chạy tốc_độ yếu đầu_óc đường quên chung_quanh,0
[TITLE] bé tử_vong tiêm vaccine viêm não [TOPIC] suckhoe [COMMENT] ôi máy tiêm mũi 3,0
[TITLE] hình_tượng mỹ sụp_đổ người_dân thế_giới [TOPIC] thegioi [COMMENT] mexico có_lẽ mục_tiêu trump công_kích gay_gắt chủ trắng tuyên_bố buộc người_dân tiền tường biên_giới hai quốc_gia biện_pháp giúp ngăn nhập_cư bất_hợp_pháp hiệu_quả vũ_khí tranh_cử đắc_lực thay_vì tức_giận hoang_mang người_dân mexico bày_tỏ thương_cảm mỹ người_dân mexico trump fan mỹ_vĩ_đại trở_nên nhỏ_bé,0
[TITLE] bác_sĩ quyết_định tiên_phong điều_trị covid 19 [TOPIC] suckhoe [COMMENT] chúc bác_sĩ khỏe,0
[TITLE] bảy lây_nhiễm ncov cộng_đồng [TOPIC] suckhoe [COMMENT] chủ_quan thế_giới dịch,0
[TITLE] tra_cứu thông_tin phạt nguội [TOPIC] otoxemay [COMMENT] trang csgt dot vn góc ô_tra cứu phương_tiện vi_phạm điền hướng_dẫn kết_quả chúc_mừng,0
[TITLE] 21 lây_nhiễm ncov cộng_đồng [TOPIC] suckhoe [COMMENT] người_dân việt_nam chung_lòng đẩy_lùi covid,0
[TITLE] 500 triệu mua attrage vios [TOPIC] otoxemay [COMMENT] attrage cvt 2020 ổn tầm giá 500 tr đi hợp_lý xe tầm 500 tr đòi_hỏi mấy bàn_phím tư_vấn kiểu đi xe chém ồn_thùng tôn tầm tiền 500 tr đòi_hỏi e 1 ty,0
[TITLE] 600 triệu mua suzuki xl7 kia seltos [TOPIC] otoxemay [COMMENT] xl7 lợi_thế 5 2 kinh_doanh dịch_vụ xe mau hỏng dịch_vụ hàng phụ_tùng thay_thế kia thaco đáp_ứng suzuki câu cơm nằm xưởng chờ phụ_tùng 1 2 nợ,0
[TITLE] chiến_lược thu thế_giới di_động [TOPIC] kinhdoanh [COMMENT] hiện_trạng vn phân bố_trí cửa_hàng hiệu_quả chi_phí xâm_nhập khu dân_cư bố_trí đa_dạng sản_phẩm uy_tín chương_trình dịch_vụ hậu_mãi khâu thành_công mở_rộng đối_tượng khách_hàng,0
[TITLE] biden âm_tính ncov [TOPIC] thegioi [COMMENT] covid xâm_nhập phát bệnh ủ_bệnh xét_nghiệm dương_tính theo_dõi chặt_chẽ hôm tranh_luận tùm_um chương_trình,0
[TITLE] phương_án xây cao_tốc thơ cà_mau [TOPIC] thoisu [COMMENT] cao_tốc người_dân quyền lựa_chọn đi cao_tốc đi đường_bộ hiện_hữu,0
[TITLE] 400 triệu mua xe cũ hỏng vặt [TOPIC] otoxemay [COMMENT] lựa_chọn 1 toyota vios thân,0
[TITLE] bia saigon sabeco nhái [TOPIC] kinhdoanh [COMMENT] coi_thường luật_pháp,0
[TITLE] azerbaijan tuyên_bố phá hủy tên_lửa s 300 armenia [TOPIC] thegioi [COMMENT] uav tự_sát nhiệm_vụ s300 nhiệm_vụ hệ_thống phòng_không tầm,0
[TITLE] barca cài điều_khoản nửa tỷ usd trói chân fati [TOPIC] thethao [COMMENT] đừng gửi fax đòi đi miễn_phí 1 hợp_đồng kịch xung_quanh kịch,1
[TITLE] barca bảng bayern champions league [TOPIC] thethao [COMMENT] yên_tâm đi vòng_bảng si_thánh trùm,0
[TITLE] 5 trẻ chết_đuối ao [TOPIC] thoisu [COMMENT] chết_đuối đau thiệt,0
[TITLE] chương_trình ép_học tiếng việt [TOPIC] giaoduc [COMMENT] quá_tải hs lớp 1 học gấp tải hs bắt kịp,0
[TITLE] bé tử_vong tiêm vaccine viêm não [TOPIC] suckhoe [COMMENT] nhật 3 tiêm_viên não nb vn 1 tiêm,0
[TITLE] án_mạng ánh đèn_pha [TOPIC] phapluat [COMMENT] đèn_pha oto vụ xô_xát ẩu_đả đèn_pha sai_luật cảnh_sát phạt đèn_pha phố,0
[TITLE] biệt đội áo trắng cuba đề_cử nobel hòa bình [TOPIC] thegioi [COMMENT] ủng_hộ hết_mình anh_em cuba xứng_đáng giải_thưởng 3,0
[TITLE] cá đâm chết thủ [TOPIC] khoahoc [COMMENT] câu rô_phi,0
[TITLE] buồn làm_chi ơi_khúc tâm_tình hoài_lâm [TOPIC] giaitri [COMMENT] buồn làm_chi lá xanh phai màu đời bao tương_lai lỡ sai kịp lạidù phôi phai gói tiếng thở_dài,0
[TITLE] kona 2 0 seltos luxury [TOPIC] otoxemay [COMMENT] kona đi đầm đi xe gầm thoáng mát_tầm đi sợ cạ gầm,0
[TITLE] áp_thấp_nhiệt_đới thành bão [TOPIC] thoisu [COMMENT] covid xong bảo coi du_lịch bờ ruộng khổ chi,0
[TITLE] brad pitt mẫu thời_trang [TOPIC] giaitri [COMMENT] brad mặc mấy đóng james bond hợp ăn_đứt daniel craig b,0
[TITLE] 400 triệu mua hyundai i10 vinfast fadil [TOPIC] otoxemay [COMMENT] mua fadil trai đi học quyết_định lái thử xe đại_lí bao_gồm yago i10 suzuki_fadil chạy khỏe êm tay_lái xe hạng c cao_tốc ăn_xăng nhì phân_khúc hạng a i10,0
[TITLE] bảo_tàng mỹ_thuật tp hcm hư_hỏng [TOPIC] thoisu [COMMENT] kế_hoạch bảo_vệ di_tích lịch_sử thiết_kế đẹp thế_này mong_mau sửa_chữa mn tham_quan,0
[TITLE] 70 000 linh_dương tây_tạng kéo rời hồ zonag [TOPIC] khoahoc [COMMENT] bảo_vệ loài vật nguy_cấp hiệu_quả_thật quy_mô 20 000 70 000,0
[TITLE] cô_đơn đồng_cảm hoài_lâm nguyễn_văn_chung [TOPIC] giaitri [COMMENT] hiểu_biết dòng_nhạc chất giọng ca_sĩ song ca giai_điệu hát hoài_lâm thể_hiện ca_khúc,0
[TITLE] cá mập_trắng cắn thuyền ngư_dân [TOPIC] khoahoc [COMMENT] con_người chiếm đất sống động_vật bờ đi chỗ sống động_vật biển chẳng yên,0
[TITLE] đại_gia xăng_dầu bắt đứng hàng chục doanh_nghiệp [TOPIC] kinhdoanh [COMMENT] ôi liều liều,0
[TITLE] bắt cá ruộng đồng cạn [TOPIC] thoisu [COMMENT] ký_ức ùa,0
[TITLE] cá_voi sát_thủ hất văng hải_cẩu 15 m [TOPIC] khoahoc [COMMENT] sức_mạnh ghê_gớm đuôi quất phát mồi hải_cẩu bay hàng chục mét,0
[TITLE] dàn diễn_viên hài_đóng mv đức_phúc [TOPIC] giaitri [COMMENT] mv toàn hài yêu quý_đức phúc_đỉnh,0
[TITLE] 24 lây_nhiễm ncov cộng_đồng [TOPIC] suckhoe [COMMENT] đọc thế_này,0
[TITLE] 102 dương_tính ma_túy quán bar [TOPIC] phapluat [COMMENT] ngoan_trò giỏi,0
[TITLE] biden gọi màn tranh_luận trump nỗi hổ_thẹn quốc_gia [TOPIC] thegioi [COMMENT] video biden thể_hiện bất_lực lịch_lãm lắm,0
[TITLE] quảng_nam ngộ_độc pate_minh chay [TOPIC] suckhoe [COMMENT] đọc báo trời,0
[TITLE] phân_biệt lỗi sai làn tuân_thủ vạch kẻ đường [TOPIC] otoxemay [COMMENT] trường_hợp mâu_thuẫn thứ_tự hiệu_lực điều_khiển đèn biển_báo vạch kẻ đường ngã rẻ đèn_đỏ biển ghi đèn_đỏ phương_tiện rẽ thẻ kèm_phần kẻ vạch xương_cá mũi_tên đường rõ_ràng đèn đỏ rẽ tức_là ta biển vạch kẻ đèn_đỏ tín_hiệu đèn biển vạch đèn_đỏ đứng im,0
[TITLE] đại_sứ mỹ việt_nam bánh_trung_thu kết_hợp nguyên_liệu kỷ_niệm 25 thiết_lập quan_hệ [TOPIC] thegioi [COMMENT] video chúc quan_hệ 2 phát_triển bến chặt,0
[TITLE] bão đổ_bộ chết [TOPIC] thoisu [COMMENT] gió mưa đảo phú_quốc đâu_phú_quốc gió mưa ngập rút,0
[TITLE] bia saigon sabeco nhái [TOPIC] kinhdoanh [COMMENT] thảo dạo uống bia sài_gòn nhức đầu,0
[TITLE] brad pitt mời diễn angelina jolie tòa làm_chứng [TOPIC] giaitri [COMMENT] lầm vợ phiền_toái cuộc_đời,0
